drawId,winningNumbers,joker,winners,jackpot,distributed,columns
390,"[21, 27, 41, 25, 34]",2,0,1259532.27,373157.18,0
391,"[30, 39, 8, 44, 40]",16,0,1632689.45,459048.94,0
392,"[16, 25, 23, 30, 4]",9,0,2091738.39,484219.3,0
393,"[21, 11, 19, 27, 2]",17,2,2575957.69,621220.11,0
394,"[34, 28, 30, 22, 4]",1,0,0.0,314421.87,0
395,"[25, 5, 44, 24, 30]",3,0,314421.87,360230.16,0
396,"[7, 10, 43, 8, 4]",10,0,674652.03,356639.8,0
397,"[2, 11, 6, 36, 34]",5,0,1031291.83,400037.16,0
398,"[1, 21, 27, 3, 18]",11,0,1431328.99,407712.79,0
399,"[18, 44, 14, 43, 28]",13,0,1839041.78,496676.96,0
400,"[37, 44, 3, 43, 23]",14,0,2335718.74,513486.74,0
401,"[18, 10, 5, 6, 15]",20,1,2849205.48,736329.65,0
402,"[42, 25, 31, 9, 44]",18,0,0.0,300894.39,0
403,"[38, 39, 4, 12, 10]",4,0,300894.39,364765.75,0
404,"[30, 33, 18, 35, 34]",3,0,665660.14,336835.88,0
405,"[1, 39, 44, 32, 37]",12,0,1002496.02,438666.41,0
406,"[28, 17, 24, 21, 30]",10,0,1441162.43,436900.9,0
407,"[39, 32, 38, 34, 17]",4,0,1878063.33,562372.75,0
408,"[22, 37, 5, 2, 17]",6,0,2440436.08,607081.42,0
409,"[6, 28, 34, 7, 20]",6,0,3047517.5,805782.0,0
410,"[18, 19, 3, 29, 22]",14,3,3853299.5,1085319.67,0
411,"[33, 17, 41, 12, 32]",15,0,0.0,393550.28,0
412,"[19, 13, 34, 12, 37]",13,0,393550.28,392268.04,0
413,"[44, 24, 11, 42, 19]",12,0,785818.32,444020.66,0
414,"[16, 7, 1, 41, 30]",10,0,1229838.98,439810.5,0
415,"[17, 25, 37, 5, 36]",2,0,1669649.48,544996.17,0
416,"[13, 25, 5, 35, 34]",5,2,2214645.65,648702.35,0
417,"[8, 13, 4, 10, 27]",4,0,0.0,430874.12,0
418,"[34, 41, 21, 6, 29]",2,0,430874.12,1027491.21,0
419,"[38, 41, 9, 32, 25]",6,0,1458365.33,1194794.79,0
420,"[40, 15, 7, 4, 26]",6,0,2653160.12,1813529.71,0
421,"[35, 31, 28, 3, 45]",8,6,4466689.83,4924626.19,0
422,"[35, 31, 28, 3, 45]",8,6,4466689.83,4924626.19,0
423,"[17, 19, 39, 21, 30]",2,0,0.0,427014.16,0
424,"[20, 17, 18, 29, 7]",5,0,427014.16,524277.82,0
425,"[28, 37, 34, 41, 31]",1,1,951291.98,496869.97,0
426,"[32, 20, 8, 38, 5]",3,1,0.0,438788.13,0
427,"[9, 19, 23, 8, 4]",5,1,0.0,381155.55,0
428,"[35, 8, 34, 11, 37]",6,0,0.0,413309.97,0
429,"[14, 29, 13, 45, 4]",2,1,413309.97,384524.54,0
430,"[35, 24, 20, 18, 31]",16,0,0.0,386558.93,0
431,"[30, 4, 31, 2, 7]",12,0,386558.93,354515.55,0
432,"[1, 43, 37, 21, 33]",6,0,741074.48,374579.11,0
433,"[26, 9, 24, 14, 25]",15,0,1115653.59,400070.89,0
434,"[30, 42, 3, 1, 21]",18,1,1515724.48,482434.63,0
435,"[35, 13, 6, 31, 30]",18,0,0.0,307034.95,0
436,"[40, 18, 8, 22, 39]",6,0,307034.95,374244.14,0
437,"[24, 21, 31, 12, 8]",18,0,681279.09,357653.21,0
438,"[36, 43, 19, 24, 5]",1,0,1038932.3,375113.91,0
439,"[11, 22, 44, 25, 32]",17,2,1414046.21,440414.96,0
440,"[30, 21, 28, 15, 38]",4,0,0.0,351217.43,0
441,"[38, 22, 18, 45, 4]",2,0,351217.43,344860.21,0
442,"[37, 29, 34, 15, 7]",2,0,696077.64,394758.97,0
443,"[25, 22, 5, 43, 11]",9,0,1090836.61,367927.52,0
444,"[38, 6, 42, 36, 29]",14,1,1458764.13,434638.45,0
445,"[33, 21, 29, 26, 37]",6,1,0.0,298009.86,0
446,"[20, 3, 8, 33, 15]",16,0,0.0,332891.26,0
447,"[9, 34, 39, 22, 3]",19,0,332891.26,322861.42,0
448,"[19, 9, 18, 7, 4]",4,0,655752.68,251799.97,0
449,"[17, 12, 40, 44, 30]",6,1,907552.65,338896.18,0
450,"[31, 41, 8, 16, 15]",15,0,0.0,317021.27,0
451,"[35, 9, 16, 22, 30]",7,0,317021.27,309705.51,0
452,"[17, 36, 40, 15, 1]",13,1,626726.78,352257.46,0
453,"[13, 30, 2, 14, 8]",9,0,0.0,280158.19,0
454,"[19, 8, 23, 15, 16]",14,1,280158.19,319502.58,0
455,"[21, 20, 39, 16, 3]",2,0,0.0,284263.82,0
456,"[11, 8, 1, 39, 31]",2,0,284263.82,319422.82,0
457,"[10, 18, 9, 21, 5]",11,0,603686.64,304294.59,0
458,"[43, 13, 39, 16, 7]",5,0,907981.24,352237.64,0
459,"[12, 9, 4, 25, 22]",20,0,1260218.88,386663.29,0
460,"[2, 13, 37, 5, 27]",14,0,1646882.17,475763.15,0
461,"[3, 11, 25, 30, 17]",18,0,2122645.32,550205.35,0
462,"[7, 9, 32, 37, 3]",7,0,2672850.67,706009.51,0
463,"[20, 6, 24, 7, 3]",12,1,3378860.18,990114.35,0
464,"[45, 36, 27, 29, 13]",17,0,0.0,326488.67,0
465,"[43, 14, 11, 10, 40]",6,0,326488.67,321384.98,0
466,"[26, 3, 37, 21, 29]",11,0,647873.65,334768.17,0
467,"[15, 39, 40, 31, 43]",14,0,982641.82,337735.26,0
468,"[40, 22, 26, 16, 20]",12,0,1320377.08,420185.85,0
469,"[31, 9, 19, 38, 30]",16,1,1740562.93,475126.03,0
470,"[44, 15, 21, 41, 6]",17,0,0.0,291328.42,0
471,"[27, 12, 31, 6, 24]",10,0,291328.42,319650.81,0
472,"[29, 28, 1, 18, 9]",14,0,610979.23,331148.14,0
473,"[28, 5, 36, 21, 43]",18,0,942127.37,338884.24,0
474,"[33, 20, 26, 36, 40]",2,0,1281011.61,369894.69,0
475,"[43, 23, 25, 24, 8]",15,0,1650906.3,438508.5,0
476,"[3, 34, 27, 22, 43]",19,0,2089414.8,539710.63,0
477,"[14, 36, 10, 8, 31]",9,1,2629125.43,739716.31,0
478,"[27, 16, 9, 38, 21]",13,1,0.0,304820.5,0
479,"[14, 35, 24, 8, 26]",8,1,0.0,289378.84,0
480,"[30, 7, 39, 5, 16]",19,0,0.0,295554.52,0
481,"[39, 29, 17, 18, 7]",19,0,295554.52,304520.63,0
482,"[7, 29, 31, 12, 30]",16,1,600075.15,322495.28,0
483,"[18, 41, 31, 28, 7]",3,0,0.0,269346.7,0
484,"[5, 28, 2, 10, 4]",3,0,269346.7,238937.25,0
485,"[27, 31, 45, 15, 12]",19,0,508283.95,289566.67,0
486,"[27, 23, 43, 1, 40]",14,0,797850.62,305409.74,0
487,"[27, 26, 35, 7, 43]",16,0,1103260.36,382941.29,0
488,"[40, 33, 25, 23, 11]",14,3,1486201.65,464778.65,0
489,"[20, 15, 28, 1, 14]",17,0,0.0,283300.26,0
490,"[45, 6, 4, 41, 35]",9,0,283300.26,333393.28,0
491,"[1, 5, 6, 33, 39]",14,0,616693.54,325799.38,0
492,"[41, 27, 8, 36, 45]",16,0,942492.92,395909.68,0
493,"[39, 28, 14, 45, 7]",11,0,1338402.6,433379.61,0
494,"[41, 24, 42, 2, 22]",3,1,1771782.21,569713.88,0
495,"[12, 13, 17, 27, 35]",9,1,0.0,290358.34,0
496,"[24, 28, 32, 21, 19]",11,1,0.0,317725.25,0
497,"[37, 16, 12, 14, 44]",6,1,0.0,284770.49,0
498,"[7, 21, 44, 18, 45]",1,0,0.0,315338.27,0
499,"[2, 42, 29, 21, 44]",6,0,315338.27,300514.82,0
500,"[19, 4, 23, 26, 25]",15,1,615853.09,351775.27,0
501,"[25, 42, 11, 4, 5]",9,1,0.0,274859.46,0
502,"[13, 5, 20, 32, 3]",11,0,0.0,299730.59,0
503,"[32, 2, 15, 27, 22]",18,0,299730.59,281861.84,0
504,"[2, 16, 21, 36, 34]",15,0,581592.44,348771.04,0
505,"[29, 2, 31, 43, 33]",15,0,930363.49,340805.93,0
506,"[13, 21, 36, 25, 29]",7,0,1271169.42,421417.34,0
507,"[25, 16, 28, 10, 42]",4,0,1692586.76,472493.14,0
508,"[15, 21, 5, 18, 39]",20,0,2165079.9,608701.14,0
509,"[12, 22, 11, 39, 37]",16,0,2773781.04,796039.5,0
510,"[35, 44, 28, 15, 11]",5,0,3569820.54,1085406.0,0
511,"[33, 44, 13, 2, 38]",6,0,4655226.54,2227310.04,0
512,"[2, 40, 22, 9, 33]",12,10,6882536.59,4077339.08,0
513,"[11, 21, 15, 41, 31]",8,1,0.0,356336.82,0
514,"[32, 42, 12, 25, 1]",3,0,0.0,391203.59,0
515,"[12, 33, 29, 42, 23]",18,1,391203.59,369965.02,0
516,"[39, 42, 18, 14, 29]",8,1,0.0,380902.78,0
517,"[1, 23, 44, 41, 19]",18,0,0.0,326066.53,0
518,"[38, 40, 6, 37, 11]",2,0,326066.53,380737.47,0
519,"[32, 34, 43, 30, 2]",3,0,706804.0,349200.94,0
520,"[30, 16, 32, 27, 31]",7,0,1056004.94,446455.29,0
521,"[30, 4, 31, 6, 24]",16,0,1502460.23,511578.37,0
522,"[38, 24, 7, 25, 36]",1,1,2014038.6,680530.87,0
523,"[5, 13, 44, 18, 27]",15,0,0.0,427841.96,0
524,"[16, 44, 42, 39, 23]",11,1,427841.96,709351.16,0
525,"[26, 33, 2, 22, 9]",9,1,0.0,354086.91,0
526,"[19, 2, 28, 45, 20]",4,0,0.0,358375.64,0
527,"[22, 42, 13, 37, 45]",18,0,358375.64,337561.77,0
528,"[9, 19, 7, 8, 24]",13,1,695937.41,389306.98,0
529,"[9, 35, 1, 36, 25]",4,0,0.0,304136.46,0
530,"[18, 12, 4, 17, 26]",6,0,304136.46,366520.33,0
531,"[37, 10, 39, 35, 31]",18,0,670656.79,339233.01,0
532,"[26, 33, 38, 36, 35]",15,0,1009889.8,427605.97,0
533,"[44, 38, 32, 14, 9]",1,0,1437495.77,471369.95,0
534,"[15, 28, 2, 9, 6]",15,1,1908865.72,651647.11,0
535,"[40, 10, 21, 6, 15]",18,0,0.0,308730.31,0
536,"[39, 8, 13, 35, 19]",1,0,308730.31,385529.59,0
537,"[25, 31, 12, 32, 33]",3,0,694259.9,345443.54,0
538,"[36, 15, 22, 41, 8]",11,1,1039703.44,496772.48,0
539,"[14, 19, 35, 29, 26]",8,0,0.0,301923.5,0
540,"[1, 27, 33, 16, 26]",20,0,301923.5,375551.33,0
541,"[15, 34, 8, 10, 13]",14,0,677474.83,349078.62,0
542,"[26, 37, 40, 43, 11]",18,0,1026553.45,501879.51,0
543,"[44, 1, 12, 29, 20]",5,0,1528432.96,525481.79,0
544,"[26, 21, 7, 11, 38]",1,0,2053914.75,593681.68,0
545,"[10, 4, 13, 29, 42]",11,0,2647596.44,636616.86,0
546,"[16, 11, 1, 7, 45]",3,1,3284213.3,888250.09,0
547,"[1, 19, 28, 31, 38]",8,0,0.0,308651.27,0
548,"[38, 30, 12, 35, 22]",14,0,308651.27,355705.85,0
549,"[10, 40, 4, 14, 21]",3,0,664357.12,348690.92,0
550,"[10, 27, 41, 26, 28]",11,0,1013048.04,462590.88,0
551,"[44, 21, 25, 2, 12]",5,1,1475638.92,476317.76,0
552,"[39, 3, 16, 45, 23]",5,0,0.0,343873.01,0
553,"[36, 37, 41, 33, 8]",15,1,343873.01,313349.48,0
554,"[27, 30, 19, 12, 42]",18,1,0.0,323045.06,0
555,"[33, 28, 29, 9, 4]",20,0,0.0,283354.71,0
556,"[35, 9, 10, 17, 38]",3,0,283354.71,336317.92,0
557,"[14, 24, 18, 33, 44]",13,2,619672.63,311581.17,0
558,"[30, 10, 9, 19, 45]",6,0,0.0,208187.03,0
559,"[37, 40, 35, 20, 36]",9,0,208187.03,281733.2,0
560,"[12, 43, 13, 44, 4]",2,1,489920.23,336745.91,0
561,"[24, 29, 25, 42, 34]",15,0,0.0,261424.09,0
562,"[31, 37, 6, 30, 34]",7,0,261424.09,315367.76,0
563,"[33, 9, 13, 20, 37]",14,0,576791.85,302355.19,0
564,"[28, 38, 36, 45, 25]",17,0,879147.04,342355.98,0
565,"[12, 7, 42, 34, 32]",16,0,1221503.02,382148.6,0
566,"[28, 3, 6, 45, 34]",11,1,1603651.62,508990.38,0
567,"[35, 21, 22, 10, 39]",4,0,0.0,276216.08,0
568,"[31, 23, 29, 12, 2]",15,0,276216.08,323162.31,0
569,"[39, 45, 7, 30, 28]",18,0,599378.39,300374.82,0
570,"[17, 37, 42, 30, 40]",12,0,899753.21,363868.93,0
571,"[23, 24, 17, 15, 42]",19,0,1263622.14,373564.63,0
572,"[14, 45, 41, 40, 16]",6,0,1637186.77,431414.35,0
573,"[34, 18, 17, 16, 23]",13,0,2068601.12,485574.91,0
574,"[10, 15, 30, 41, 43]",3,0,2554176.03,615734.87,0
575,"[5, 39, 30, 25, 15]",11,0,3169910.9,759841.24,0
576,"[21, 2, 39, 5, 40]",8,0,3929752.14,1125107.51,0
577,"[5, 35, 6, 41, 38]",1,0,5054859.65,2309664.59,0
578,"[2, 12, 16, 23, 5]",1,1,7364524.24,3159413.01,0
579,"[23, 42, 18, 16, 31]",12,0,0.0,324936.65,0
580,"[34, 36, 39, 30, 29]",6,0,324936.65,378641.28,0
581,"[44, 45, 5, 35, 39]",8,0,703577.93,357733.03,0
582,"[42, 25, 20, 15, 26]",13,0,1061310.96,458593.25,0
583,"[17, 4, 11, 12, 34]",9,1,1519904.21,488208.69,0
584,"[21, 14, 6, 27, 32]",4,1,0.0,328660.92,0
585,"[39, 36, 17, 16, 10]",1,0,0.0,287455.68,0
586,"[35, 20, 4, 19, 38]",10,1,287455.68,331530.28,0
587,"[24, 21, 39, 18, 13]",12,0,0.0,285312.57,0
588,"[23, 7, 5, 11, 19]",20,0,285312.57,300849.37,0
589,"[38, 6, 32, 24, 23]",18,0,586161.94,288438.09,0
590,"[32, 16, 7, 20, 13]",1,0,874600.04,422938.86,0
591,"[45, 12, 21, 27, 13]",19,0,1297538.9,505688.97,0
592,"[20, 27, 35, 17, 7]",4,0,1803227.87,653031.61,0
593,"[40, 21, 14, 13, 28]",10,0,2456259.48,767538.18,0
594,"[6, 35, 33, 11, 41]",15,0,3223797.66,983757.55,0
595,"[41, 5, 23, 17, 7]",10,0,4207555.21,1198301.62,0
596,"[41, 24, 31, 16, 33]",17,1,5405856.83,1496931.59,0
597,"[2, 30, 35, 24, 32]",1,0,0.0,342055.81,0
598,"[20, 26, 4, 41, 9]",9,0,342055.81,398224.55,0
599,"[25, 38, 5, 26, 39]",5,0,740280.36,393449.45,0
600,"[41, 4, 1, 19, 45]",8,1,1133729.81,520966.26,0
601,"[6, 23, 30, 3, 45]",6,0,0.0,318087.63,0
602,"[11, 26, 8, 35, 41]",17,0,318087.63,392558.6,0
603,"[28, 25, 4, 26, 5]",15,0,710646.23,362633.32,0
604,"[2, 19, 28, 9, 45]",1,1,1073279.55,488308.63,0
605,"[34, 35, 24, 18, 22]",1,0,0.0,308818.19,0
606,"[2, 32, 8, 15, 4]",3,0,308818.19,376716.73,0
607,"[4, 38, 29, 32, 6]",20,0,685534.92,328701.45,0
608,"[22, 10, 33, 24, 39]",14,0,1014236.37,475478.32,0
609,"[40, 41, 27, 13, 35]",10,0,1489714.69,458445.08,0
610,"[38, 17, 40, 37, 21]",11,0,1948159.77,619655.31,0
611,"[39, 17, 26, 27, 37]",3,2,2567815.08,681902.12,0
612,"[24, 39, 9, 14, 43]",10,0,0.0,388156.09,0
613,"[6, 19, 9, 1, 39]",9,3,388156.09,359176.63,0
614,"[13, 9, 2, 37, 8]",18,1,0.0,356741.83,0
615,"[41, 37, 21, 8, 11]",13,0,0.0,295933.44,0
616,"[12, 24, 37, 30, 29]",4,0,295933.44,366197.41,0
617,"[35, 30, 23, 6, 27]",16,0,662130.85,319434.4,0
618,"[37, 9, 19, 14, 21]",15,0,981565.25,449323.81,0
619,"[28, 21, 30, 6, 32]",8,1,1430889.06,523479.45,0
620,"[41, 43, 39, 14, 30]",8,0,0.0,377264.42,0
621,"[32, 25, 37, 40, 12]",3,0,377264.42,344191.4,0
622,"[37, 18, 28, 14, 40]",7,0,721455.82,421324.45,0
623,"[31, 16, 18, 12, 14]",10,2,1142780.27,461157.13,0
624,"[16, 37, 1, 13, 15]",10,0,0.0,373864.92,0
625,"[20, 6, 10, 13, 4]",17,0,373864.92,229577.72,0
626,"[36, 18, 17, 45, 12]",16,0,603442.64,865785.58,0
627,"[15, 37, 39, 2, 26]",7,1,1469228.22,1162401.09,0
628,"[19, 7, 14, 1, 18]",8,4,0.0,1510937.15,0
629,"[43, 8, 33, 26, 13]",15,1,0.0,365687.57,0
630,"[6, 20, 39, 30, 32]",15,0,0.0,352177.11,0
631,"[31, 34, 29, 23, 8]",6,0,352177.11,354318.01,0
632,"[12, 45, 22, 26, 11]",17,0,706495.12,431902.64,0
633,"[30, 25, 42, 8, 14]",10,0,1138397.76,507314.72,0
634,"[2, 7, 38, 21, 35]",1,0,1645712.48,654703.32,0
635,"[10, 16, 27, 17, 4]",13,1,2300415.81,625209.03,0
636,"[2, 20, 42, 29, 6]",5,1,0.0,387115.28,0
637,"[30, 9, 7, 35, 6]",18,1,0.0,336921.67,0
638,"[5, 26, 2, 40, 20]",20,0,0.0,379286.82,0
639,"[7, 40, 4, 29, 31]",2,0,379286.82,352204.27,0
640,"[22, 32, 19, 39, 3]",14,2,731491.09,433954.58,0
641,"[6, 27, 18, 8, 22]",14,0,0.0,314187.37,0
642,"[35, 37, 1, 20, 9]",14,0,314187.37,401767.39,0
643,"[45, 11, 1, 36, 14]",10,0,715954.76,384293.2,0
644,"[33, 14, 21, 29, 42]",10,0,1100247.96,516059.64,0
645,"[11, 43, 12, 40, 30]",13,0,1616307.6,582408.36,0
646,"[3, 11, 5, 39, 43]",9,0,2198715.96,722401.76,0
647,"[12, 36, 24, 35, 27]",14,2,2925388.07,874611.93,14650116
648,"[22, 21, 6, 25, 8]",19,0,205417.21,394582.79,6609427
649,"[11, 30, 37, 32, 44]",1,0,394582.79,386087.78,6467132
650,"[17, 44, 15, 26, 8]",5,1,787319.62,512680.38,8587611
651,"[19, 14, 18, 39, 41]",11,0,262550.17,337449.83,5652426
652,"[43, 20, 31, 39, 38]",2,0,337449.83,394797.41,6613022
653,"[14, 5, 41, 34, 42]",18,0,732247.24,398125.33,6668766
654,"[42, 3, 43, 10, 40]",2,0,1130372.57,499952.87,8374420
655,"[31, 28, 27, 35, 10]",11,2,1630325.44,604740.34,10129654
656,"[40, 11, 26, 5, 2]",12,0,233614.47,366385.53,6137111
657,"[33, 41, 38, 32, 27]",2,2,366385.53,355323.36,5951815
658,"[8, 40, 36, 45, 3]",6,0,250436.32,349563.68,5855338
659,"[23, 45, 4, 40, 38]",19,0,373879.27,226120.73,3787617
660,"[43, 7, 11, 41, 2]",1,0,575684.41,292101.29,4892819
661,"[40, 35, 3, 32, 36]",12,0,867785.7,341723.22,5724007
662,"[23, 39, 5, 30, 37]",13,1,1209508.92,480798.31,8053573
663,"[30, 39, 19, 16, 41]",13,1,296536.84,303463.16,5083135
664,"[34, 38, 33, 37, 1]",13,0,258999.63,341000.37,5711899
665,"[26, 39, 20, 5, 25]",19,0,341000.37,330307.44,5532788
666,"[13, 5, 40, 16, 44]",3,0,715660.35,384339.65,6437850
667,"[31, 15, 5, 12, 25]",3,0,1090261.23,409738.77,6863296
668,"[27, 36, 28, 1, 32]",16,0,1465386.23,471096.76,7891068
669,"[6, 26, 45, 14, 37]",14,1,1963900.45,536099.55,8979892
670,"[15, 40, 31, 32, 33]",16,0,283859.07,316140.93,5295493
671,"[20, 11, 30, 35, 6]",13,0,316140.93,327857.3,5491747
672,"[5, 30, 38, 19, 45]",9,0,643998.23,380011.4,6365350
673,"[29, 10, 37, 1, 5]",20,0,1024009.63,405460.97,6791641
674,"[1, 43, 13, 4, 45]",13,0,1508069.55,491930.45,8240041
675,"[33, 23, 8, 29, 37]",1,2,1966421.64,533578.36,8937661
676,"[5, 35, 43, 30, 1]",6,0,281225.04,318774.96,5339614
677,"[29, 35, 8, 10, 41]",3,0,318774.96,314862.4,5274077
678,"[2, 12, 34, 18, 14]",2,1,639601.91,360398.09,6036819
679,"[26, 23, 43, 25, 21]",10,0,317411.96,282588.04,4733468
680,"[24, 30, 33, 27, 23]",18,0,286733.03,313266.97,5247353
681,"[30, 38, 12, 4, 40]",10,0,595855.01,334629.96,5605192
682,"[4, 18, 13, 40, 44]",14,0,995068.34,304931.66,5107733
683,"[42, 12, 26, 34, 36]",8,0,1235416.63,418209.25,7005180
684,"[23, 29, 7, 38, 18]",14,1,1653625.88,472561.92,7915610
685,"[41, 1, 27, 23, 42]",1,0,310946.03,289053.97,4841775
686,"[9, 1, 21, 41, 15]",1,0,289053.97,333115.43,5579823
687,"[5, 42, 18, 33, 45]",1,0,622169.4,328718.35,5506170
688,"[1, 18, 11, 37, 41]",16,0,950887.75,377158.57,6317564
689,"[22, 38, 42, 37, 16]",6,0,1328046.32,425524.7,7127717
690,"[9, 17, 23, 1, 4]",11,1,1753571.02,499303.4,8363541
691,"[13, 6, 8, 21, 38]",19,0,319559.79,280440.21,4697491
692,"[15, 8, 40, 11, 24]",10,0,302044.11,297955.89,4990886
693,"[34, 29, 13, 15, 7]",13,0,613413.02,286586.98,4800452
694,"[6, 7, 3, 39, 5]",11,1,871636.15,328363.85,5500232
695,"[14, 38, 21, 31, 22]",3,0,331887.9,268112.1,4490990
696,"[7, 30, 34, 19, 38]",6,0,291011.78,308988.22,5175682
697,"[15, 34, 33, 29, 10]",20,0,577100.32,313855.56,5257212
698,"[26, 5, 7, 21, 14]",20,0,890955.88,358992.16,6013269
699,"[23, 19, 9, 42, 26]",17,1,1286972.77,413027.23,6918379
700,"[25, 11, 16, 12, 18]",14,1,295052.76,304947.24,5107994
701,"[6, 1, 32, 11, 43]",1,0,319453.94,280546.06,4699264
702,"[12, 6, 43, 24, 25]",9,1,280546.06,357697.39,5985423
703,"[17, 35, 13, 32, 38]",14,1,321555.26,278444.74,4664066
704,"[29, 10, 37, 27, 9]",7,0,294364.18,305635.82,5119528
705,"[1, 34, 27, 6, 30]",12,0,312329.64,287670.36,4818599
706,"[41, 42, 33, 2, 23]",3,0,593306.18,334204.18,5598060
707,"[33, 32, 36, 41, 7]",9,0,927510.36,333940.73,5593647
708,"[16, 21, 11, 6, 12]",11,0,1261451.09,452126.61,7573310
709,"[23, 16, 40, 17, 3]",9,0,1713577.7,509216.58,8529591
710,"[45, 1, 15, 23, 30]",1,1,2222794.28,582954.08,9764725
711,"[9, 28, 20, 15, 1]",6,0,311758.73,288241.27,4828162
712,"[24, 15, 37, 44, 25]",8,0,288241.27,352022.24,5896520
713,"[25, 11, 22, 3, 45]",19,1,1128916.2,371083.8,6215809
714,"[2, 29, 3, 40, 14]",8,1,285892.27,314107.73,5261436
715,"[45, 6, 17, 9, 20]",17,0,315228.85,284771.15,4770036
716,"[3, 18, 21, 12, 25]",4,2,284771.15,325325.72,5449342
717,"[40, 36, 44, 6, 38]",8,0,315115.48,284884.52,4771935
718,"[9, 20, 12, 2, 14]",20,1,284884.52,332949.89,5577050
719,"[43, 1, 3, 5, 34]",1,0,313647.58,286352.42,4796523
720,"[3, 27, 14, 5, 2]",15,0,286352.42,329826.14,5524726
721,"[43, 28, 18, 11, 8]",10,1,616178.56,319813.91,5357017
722,"[3, 9, 17, 44, 21]",4,0,282280.3,317719.7,5321938
723,"[43, 30, 14, 10, 9]",16,0,317719.7,305686.63,5120379
724,"[17, 35, 30, 16, 15]",4,0,872278.16,427721.84,7164520
725,"[37, 22, 15, 16, 33]",20,0,1349222.67,450777.33,7550709
726,"[36, 34, 38, 43, 9]",4,0,1909294.77,590705.23,9894560
727,"[16, 41, 33, 13, 21]",8,0,2762234.09,737765.91,12357888
728,"[4, 23, 27, 33, 10]",10,0,3940683.86,1059316.14,17743991
729,"[3, 45, 8, 1, 37]",18,0,7969756.97,2030243.03,34007421
730,"[6, 16, 8, 24, 19]",7,3,9723355.04,4276644.96,71635594
731,"[23, 2, 3, 34, 39]",8,2,4768802.12,1231197.88,20623080
732,"[28, 1, 25, 22, 14]",18,2,4396242.42,1603757.58,26863611
733,"[3, 14, 8, 31, 44]",9,1,542871.91,457128.09,7657087
734,"[40, 45, 25, 4, 20]",18,0,156371.99,443628.01,7430955
735,"[29, 14, 16, 1, 34]",17,0,741022.1,458977.9,7688072
736,"[29, 26, 20, 27, 34]",1,0,923930.88,576069.12,9649399
737,"[16, 27, 42, 13, 31]",7,1,1855964.04,644035.96,10787872
738,"[35, 2, 41, 26, 3]",17,0,170959.08,429040.92,7186615
739,"[43, 8, 34, 42, 29]",16,0,557593.09,442406.91,7410501
740,"[32, 40, 39, 25, 8]",2,1,871447.83,470165.5,7875469
741,"[42, 20, 23, 24, 40]",4,1,238012.21,361987.79,6063447
742,"[30, 20, 4, 19, 3]",11,0,214199.91,385800.09,6462313
743,"[9, 44, 37, 30, 36]",12,0,432412.83,367587.17,6157239
744,"[15, 39, 35, 4, 44]",12,0,775254.38,424745.62,7114667
745,"[6, 38, 34, 1, 26]",4,0,1178132.88,454945.4,7620526
746,"[5, 31, 24, 20, 43]",2,1,1633078.28,571155.33,9567091
747,"[35, 43, 40, 1, 4]",3,0,267193.87,332806.13,5574642
748,"[22, 2, 18, 8, 11]",1,1,332806.13,419181.16,7021460
749,"[4, 37, 43, 24, 30]",7,0,251509.85,348490.15,5837356
750,"[15, 8, 9, 5, 45]",9,1,348490.15,406155.82,6803280
751,"[7, 24, 42, 31, 27]",5,1,262118.48,337881.52,5659657
752,"[33, 16, 39, 43, 29]",7,0,233961.63,366038.37,6131296
753,"[29, 37, 23, 32, 42]",16,0,366038.37,348873.9,5843784
754,"[30, 44, 29, 4, 38]",18,0,714912.27,403788.59,6763628
755,"[38, 17, 2, 43, 30]",15,1,1164648.68,435351.32,7292317
756,"[40, 35, 18, 32, 29]",5,0,234162.52,365837.48,6127931
757,"[21, 35, 39, 18, 44]",9,0,434604.24,365395.76,6120532
758,"[25, 32, 29, 22, 24]",2,1,760238.58,439761.42,7366188
759,"[15, 11, 5, 30, 2]",2,0,383727.02,216272.98,3622663
760,"[28, 44, 12, 8, 30]",8,1,297230.38,302769.62,5071518
761,"[16, 31, 35, 43, 4]",13,0,296668.42,303331.58,5080931
762,"[19, 23, 31, 30, 43]",11,0,303331.58,355015.18,5946653
763,"[21, 20, 31, 44, 42]",11,0,658346.76,352483.84,5904252
764,"[32, 15, 40, 37, 30]",15,0,1044462.73,455537.27,7630440
765,"[28, 8, 45, 10, 43]",6,0,1510848.23,489151.77,8193497
766,"[45, 37, 30, 42, 43]",7,0,1955519.64,589002.17,9866033
767,"[10, 18, 9, 15, 11]",10,0,2544521.81,649267.41,10875501
768,"[18, 31, 44, 22, 42]",2,0,3193789.22,879934.66,14739274
769,"[36, 43, 12, 33, 28]",15,0,4073723.88,1000742.8,16762861
770,"[26, 7, 5, 33, 41]",16,0,5746273.55,1253726.45,21000443
771,"[31, 35, 37, 32, 39]",9,7,6907424.29,1592575.71,26676310
772,"[7, 17, 35, 12, 28]",11,0,198747.94,401252.06,6721140
773,"[14, 22, 45, 28, 41]",8,0,401252.06,398986.86,6683197
774,"[39, 12, 18, 40, 34]",20,1,800238.92,441428.01,7394104
775,"[15, 6, 13, 31, 39]",13,0,248803.94,351196.06,5882681
776,"[5, 32, 17, 30, 37]",9,0,351196.06,404700.39,6778901
777,"[40, 35, 33, 23, 13]",15,0,785362.01,414637.99,6945360
